,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,fav
1887,0.676,0.762,1.0,-4.172,0.0351,0.461,,0.0574,0.81,119.003,4.0,not fav
1888,0.693,0.891,1.0,-3.261,0.296,0.0281,,0.143,0.532,91.1,4.0,not fav
1889,0.55,0.753,6.0,-4.003,0.0407,0.000665,7.74e-06,0.0921,0.841,139.048,4.0,not fav
1890,0.395,0.876,11.0,-3.859,0.138,0.0173,8.46e-06,0.362,0.567,124.638,4.0,not fav
1891,0.681,0.593,5.0,-9.327,0.0251,0.435,0.000117,0.106,0.731,115.058,4.0,not fav
1892,0.708,0.771,5.0,-6.99,0.131,0.209,5.32e-06,0.277,0.494,128.013,4.0,not fav
1893,0.504,0.814,5.0,-5.346,0.0389,0.135,1.42e-05,0.324,0.596,149.967,4.0,not fav
1894,0.736,0.929,7.0,-5.89,0.0674,0.00237,1.11e-05,0.402,0.658,125.03,4.0,not fav
1895,0.514,0.83,11.0,-6.077,0.044,0.0378,1.43e-06,0.122,0.138,100.631,4.0,not fav
1896,0.817,0.939,7.0,-6.079,0.28,0.0798,0.441,0.431,0.599,128.0,4.0,not fav
1897,0.376,0.841,3.0,-4.348,0.356,0.0435,,0.578,0.463,76.052,4.0,not fav
1898,0.737,0.846,1.0,-4.51,0.22,0.00614,,0.0486,0.546,87.981,4.0,not fav
1899,0.591,0.764,1.0,-5.484,0.0483,0.0383,,0.103,0.478,169.928,4.0,not fav
1900,0.788,0.859,2.0,-2.724,0.0856,0.281,,0.0424,0.822,141.02,4.0,not fav
1901,0.761,0.525,11.0,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0,not fav
1902,0.824,0.764,5.0,-4.175,0.0854,0.0888,0.00294,0.117,0.881,107.998,4.0,not fav
1903,0.803,0.597,11.0,-6.035,0.141,0.000619,4.5e-06,0.323,0.331,136.008,4.0,not fav
1904,0.736,0.704,3.0,-7.409,0.0615,0.0203,,0.0501,0.894,149.995,4.0,not fav
1905,0.714,0.8,11.0,-4.808,0.0504,0.127,,0.359,0.589,134.002,4.0,not fav
1906,0.762,0.766,7.0,-3.955,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,4.0,not fav
1907,0.808,0.897,11.0,-3.712,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,4.0,not fav
1908,0.556,0.661,6.0,-5.052,0.204,0.3,,0.101,0.668,168.56,4.0,not fav
1909,0.664,0.609,1.0,-6.509,0.0707,0.304,,0.0926,0.194,130.041,4.0,not fav
1910,0.587,0.561,,-6.569,0.146,0.0466,,0.109,0.351,80.009,4.0,not fav
1911,0.666,0.465,1.0,-8.545,0.26,0.0503,,0.215,0.292,167.937,4.0,not fav
1912,0.61,0.508,8.0,-6.682,0.152,0.297,,0.384,0.758,178.818,4.0,not fav
1913,0.334,0.599,,-5.742,0.0365,0.0468,0.000392,0.205,0.127,161.74,3.0,not fav
1914,0.748,0.74,8.0,-6.01,0.0484,0.0107,2.18e-05,0.101,0.518,121.004,4.0,not fav
1915,0.796,0.798,1.0,-6.312,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,4.0,not fav
1916,0.829,0.512,6.0,-5.865,0.187,0.492,,0.12,0.638,80.511,4.0,not fav
1917,0.762,0.701,8.0,-3.541,0.0286,0.235,0.000158,0.123,0.742,110.968,4.0,not fav
1918,0.77,0.787,11.0,-3.748,0.0583,0.198,,0.262,0.513,119.986,4.0,not fav
1919,0.702,0.825,6.0,-3.787,0.0601,0.00883,,0.0674,0.915,102.977,4.0,not fav
1920,0.666,0.796,10.0,-6.967,0.103,0.0492,,0.0442,0.61,110.108,4.0,not fav
1921,0.65,0.825,,-4.645,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,4.0,not fav
1922,0.903,0.535,9.0,-6.434,0.0742,0.297,,0.345,0.508,130.022,4.0,not fav
1923,0.787,0.833,8.0,-4.403,0.0478,0.018,0.00747,0.0374,0.796,123.97,4.0,not fav
1924,0.7,0.49,,-5.187,0.076,0.186,,0.117,0.569,79.982,4.0,not fav
1925,0.915,0.72,8.0,-3.126,0.0459,0.025,1.42e-05,0.0942,0.631,126.986,4.0,not fav
1926,0.776,0.808,11.0,-4.501,0.117,0.0297,0.000127,0.103,0.494,123.988,4.0,not fav
1927,0.38,0.339,3.0,-7.885,0.0338,0.691,,0.12,0.0849,100.607,4.0,not fav
1928,0.773,0.47,2.0,-7.93,0.0299,0.0153,0.000193,0.0851,0.399,94.995,4.0,not fav
1929,0.571,0.767,2.0,-5.16,0.287,0.336,,0.0809,0.605,93.421,4.0,not fav
1930,0.731,0.626,11.0,-6.919,0.0805,0.125,,0.183,0.862,82.488,4.0,not fav
1931,0.677,0.696,,-6.181,0.119,0.321,,0.42,0.464,90.03,4.0,not fav
1932,0.586,0.616,5.0,-7.964,0.0324,0.182,,0.0927,0.719,148.088,4.0,not fav
1933,0.721,0.738,7.0,-4.77,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,4.0,not fav
1934,0.671,0.636,6.0,-8.117,0.103,0.515,0.000411,0.172,0.262,120.966,4.0,not fav
1935,0.804,0.652,8.0,-6.282,0.0898,0.0267,0.000782,0.118,0.854,150.076,4.0,not fav
1936,0.815,0.848,4.0,-4.704,0.115,0.023,0.000162,0.0265,0.684,106.032,4.0,not fav
1937,0.57,0.455,1.0,-5.748,0.0996,0.441,0.000746,0.0654,0.399,167.933,4.0,not fav
1938,0.663,0.434,8.0,-11.177,0.0648,0.828,,0.249,0.225,109.075,4.0,not fav
1939,0.422,0.34,,-6.577,0.0351,0.877,1.77e-05,0.149,0.223,77.213,4.0,not fav
1940,0.659,0.667,11.0,-4.668,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,4.0,not fav
1941,0.727,0.681,5.0,-7.114,0.0265,0.00214,0.000307,0.0861,0.448,123.028,4.0,not fav
1942,0.778,0.628,,-7.844,0.0618,0.705,0.00193,0.299,0.698,133.048,4.0,not fav
1943,0.827,0.731,4.0,-5.524,0.088,0.13,,0.418,0.607,118.992,4.0,not fav
1944,0.711,0.611,1.0,-5.453,0.329,0.00575,,0.231,0.144,134.14,4.0,not fav
1945,0.835,0.691,,-5.828,0.113,0.0159,1.44e-05,0.108,0.581,103.999,4.0,not fav
1946,0.523,0.702,6.0,-6.74,0.0462,0.00397,0.0325,0.063,0.494,179.992,4.0,not fav
1947,0.739,0.588,8.0,-4.971,0.136,0.00308,,0.109,0.774,109.958,4.0,not fav
1948,0.61,0.508,8.0,-6.682,0.152,0.297,,0.384,0.758,178.818,4.0,not fav
1949,0.585,0.436,10.0,-8.761,0.0601,0.721,1.31e-05,0.105,0.132,143.874,4.0,not fav
1950,0.83,0.585,,-6.476,0.094,0.237,,0.248,0.485,109.978,4.0,not fav
1951,0.759,0.459,8.0,-5.187,0.0948,0.00323,,0.0906,0.695,109.997,4.0,not fav
1952,0.436,0.655,1.0,-8.37,0.0583,0.499,8.1e-06,0.688,0.412,121.002,4.0,not fav
1953,0.778,0.695,4.0,-6.865,0.0913,0.175,,0.15,0.472,149.996,4.0,not fav
1954,0.868,0.795,11.0,-6.044,0.269,0.0012,0.0193,0.0461,0.819,166.0,4.0,not fav
1955,0.449,0.465,,-8.964,0.0791,0.524,1.02e-06,0.303,0.543,89.087,3.0,not fav
1956,0.653,0.524,11.0,-9.016,0.0502,0.112,,0.203,0.553,83.97,4.0,not fav
1957,0.439,0.61,9.0,-7.236,0.116,0.593,1.07e-05,0.341,0.172,181.088,4.0,not fav
1958,0.722,0.588,6.0,-5.932,0.0544,0.0319,,0.183,0.59,134.01,4.0,not fav
1959,0.749,0.463,11.0,-8.433,0.0842,0.21,0.0382,0.338,0.189,90.035,4.0,not fav
1960,0.686,0.538,2.0,-8.026,0.0345,0.181,3.13e-06,0.113,0.584,115.884,4.0,not fav
1961,0.655,0.469,,-6.257,0.0292,0.173,,0.0956,0.467,92.56,4.0,not fav
1962,0.907,0.393,4.0,-7.636,0.0539,0.451,1.35e-06,0.135,0.202,104.949,4.0,not fav
1963,0.823,0.544,5.0,-7.132,0.0715,0.0215,0.00315,0.0966,0.664,149.903,4.0,not fav
1964,0.731,0.573,4.0,-10.059,0.0544,0.401,5.22e-05,0.113,0.145,109.928,4.0,not fav
1965,0.737,0.802,,-4.771,0.0878,0.468,,0.0931,0.682,144.015,4.0,not fav
1966,0.641,0.324,11.0,-5.851,0.0299,0.698,,0.328,0.273,110.184,4.0,not fav
1967,0.392,0.574,7.0,-9.195,0.17,0.833,0.00179,0.145,0.529,81.112,4.0,not fav
1968,0.81,0.511,5.0,-6.924,0.164,0.12,,0.0832,0.837,151.947,4.0,not fav
1969,0.701,0.716,7.0,-3.671,0.0361,0.174,,0.324,0.732,91.007,4.0,not fav
1970,0.863,0.666,1.0,-4.158,0.152,0.212,0.000493,0.103,0.838,163.908,4.0,not fav
1971,0.658,0.634,1.0,-5.797,0.0413,0.0106,,0.132,0.29,139.98,4.0,not fav
1972,0.626,0.79,2.0,-4.302,0.0311,0.135,3.97e-06,0.0989,0.416,119.082,4.0,not fav
1973,0.719,0.648,3.0,-7.6,0.125,0.2,,0.127,0.66,140.201,4.0,not fav
1974,0.713,0.617,8.0,-4.637,0.0887,0.122,,0.0962,0.682,168.021,4.0,not fav
1975,0.965,0.485,2.0,-8.784,0.191,0.0206,0.0237,0.0655,0.312,124.025,4.0,not fav
1976,0.781,0.67,3.0,-3.912,0.0452,0.0103,,0.0761,0.595,127.99,4.0,not fav
1977,0.514,0.73,1.0,-5.934,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,4.0,not fav
1978,0.856,0.618,7.0,-4.892,0.286,0.0303,,0.0866,0.391,81.993,4.0,not fav
1979,0.713,0.676,10.0,-5.483,0.027,0.0377,,0.154,0.721,99.048,4.0,not fav
1980,0.889,0.34,11.0,-7.773,0.0697,0.218,0.13,0.055,0.716,94.009,4.0,not fav
1981,0.698,0.708,9.0,-4.943,0.0454,0.0251,,0.124,0.322,115.036,4.0,not fav
1982,0.652,0.383,2.0,-7.076,0.0516,0.0676,,0.0828,0.549,145.765,4.0,not fav
1983,0.798,0.62,8.0,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,4.0,not fav
1984,0.548,0.816,,-4.209,0.0465,0.122,,0.335,0.557,95.39,4.0,not fav
1985,0.799,0.66,1.0,-6.153,0.079,0.256,,0.111,0.471,140.04,4.0,not fav
1986,0.671,0.336,10.0,-8.494,0.241,0.705,0.00751,0.0577,0.518,75.051,4.0,not fav
1987,0.723,0.646,5.0,-7.973,0.102,0.0206,0.352,0.0994,0.443,110.971,4.0,not fav
1988,0.584,0.547,7.0,-8.502,0.382,0.655,1.64e-06,0.134,0.56,83.917,4.0,not fav
1989,0.746,0.765,6.0,-4.41,0.0993,0.0112,,0.0936,0.737,114.044,4.0,not fav
1990,0.734,0.874,8.0,-3.158,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,4.0,not fav
1991,0.68,0.826,,-5.487,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,4.0,not fav
1992,0.914,0.732,8.0,-6.1,0.241,0.0166,,0.107,0.469,94.066,4.0,not fav
1993,0.84,0.766,4.0,-4.12,0.136,0.00302,3.61e-06,0.0684,0.402,94.018,4.0,not fav
1994,0.88,0.662,,-5.766,0.304,0.205,,0.227,0.726,109.988,4.0,not fav
1995,0.781,0.594,,-6.959,0.0485,0.0136,,0.162,0.0628,129.895,4.0,not fav
1996,0.311,0.607,1.0,-6.578,0.11,0.0174,,0.131,0.286,188.7,4.0,not fav
1997,0.595,0.543,11.0,-8.149,0.038,0.127,,0.0975,0.109,99.928,4.0,not fav
1998,0.538,0.512,4.0,-4.548,0.0262,0.22,,0.101,0.12,144.978,4.0,not fav
1999,0.487,0.534,,-5.664,0.0555,0.36,,0.1,0.173,131.798,4.0,not fav
2000,0.757,0.721,4.0,-2.906,0.0691,0.00196,,0.647,0.364,124.036,4.0,not fav
2001,0.551,0.636,2.0,-6.798,0.054,0.0837,4.28e-06,0.112,0.148,174.065,4.0,not fav
2002,0.597,0.587,7.0,-7.026,0.137,0.0622,,0.214,0.0753,140.021,4.0,not fav
2003,0.634,0.285,9.0,-14.007,0.0807,0.937,0.000359,0.232,0.203,129.65,4.0,not fav
2004,0.644,0.648,1.0,-4.601,0.118,0.276,,0.135,0.44,179.951,4.0,not fav
2005,0.855,0.463,3.0,-7.454,0.0367,0.217,1.77e-05,0.347,0.866,102.931,4.0,not fav
2006,0.78,0.718,3.0,-3.605,0.0506,0.31,0.000163,0.0932,0.342,127.949,4.0,not fav
2007,0.735,0.47,4.0,-9.405,0.1,0.266,0.000105,0.32,0.897,87.971,4.0,not fav
2008,0.664,0.609,1.0,-6.509,0.0707,0.304,,0.0926,0.194,130.041,4.0,not fav
2009,0.828,0.621,8.0,-6.414,0.0565,0.0164,0.00233,0.0845,0.436,128.986,4.0,not fav
2010,0.75,0.608,1.0,-4.008,0.0387,0.00165,,0.178,0.958,132.507,4.0,not fav
2011,0.702,0.741,9.0,-5.33,0.0427,0.00544,,0.337,0.646,124.925,4.0,not fav
2012,0.797,0.631,3.0,-3.818,0.0786,0.0904,3.71e-06,0.0998,0.288,129.915,4.0,not fav
2013,0.765,0.373,8.0,-9.915,0.0713,0.329,0.541,0.112,0.59,85.015,4.0,not fav
2014,0.761,0.525,11.0,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4.0,not fav
2015,0.735,0.766,1.0,-4.485,0.0383,0.025,0.00138,0.108,0.6,127.985,4.0,not fav
2016,0.783,0.58,7.0,-6.548,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,4.0,not fav
2017,0.378,0.638,10.0,-5.576,0.075,0.02,7.66e-05,0.0849,0.735,184.086,4.0,not fav
2018,0.743,0.752,4.0,-4.813,0.0414,0.0188,,0.287,0.545,110.015,4.0,not fav
2019,0.726,0.787,4.0,-2.494,0.0737,0.009,,0.0596,0.888,124.99,4.0,not fav
2020,0.687,0.792,1.0,-4.023,0.0353,0.000802,,0.2,0.864,133.962,4.0,not fav
2021,0.722,0.851,7.0,-3.873,0.0639,0.0319,,0.108,0.452,126.885,4.0,not fav
2022,0.56,0.872,3.0,-4.269,0.14,0.0239,6.98e-06,0.371,0.682,126.05,4.0,not fav
2023,0.762,0.863,,-3.689,0.0565,0.015,,0.125,0.965,106.008,4.0,not fav
2024,0.622,0.469,3.0,-6.798,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,4.0,not fav
2025,0.719,0.847,,-6.34,0.0916,0.00201,0.0204,0.223,0.444,127.963,4.0,not fav
2026,0.726,0.698,5.0,-4.165,0.0431,0.049,,0.309,0.867,143.994,4.0,not fav
2027,0.747,0.716,11.0,-2.457,0.075,0.135,,0.251,0.751,125.008,4.0,not fav
2028,0.658,0.837,2.0,-2.063,0.0543,0.0629,,0.0969,0.936,126.015,4.0,not fav
2029,0.628,0.676,7.0,-5.911,0.0916,0.00957,2.65e-05,0.121,0.75,85.984,4.0,not fav
2030,0.711,0.7,1.0,-4.805,0.046,0.00498,0.000125,0.215,0.801,128.001,4.0,not fav
2031,0.707,0.924,7.0,-2.842,0.031,0.000972,0.00703,0.204,0.919,127.937,4.0,not fav
2032,0.651,0.695,6.0,-3.218,0.0487,0.23,,0.144,0.569,123.008,4.0,not fav
2033,0.717,0.55,10.0,-6.019,0.0519,0.0358,0.00198,0.126,0.331,96.979,4.0,not fav
2034,0.562,0.939,,-4.282,0.0475,0.046,,0.112,0.684,116.044,4.0,not fav
2035,0.678,0.918,5.0,-4.63,0.0355,0.000417,,0.0744,0.769,130.028,4.0,not fav
2036,0.696,0.893,9.0,-2.963,0.076,0.0662,,0.473,0.573,97.954,4.0,not fav
2037,0.471,0.924,8.0,-3.906,0.0586,0.00301,,0.313,0.725,154.961,4.0,not fav
2038,0.608,0.614,2.0,-3.727,0.0285,0.227,4.06e-06,0.157,0.402,127.884,4.0,not fav
2039,0.758,0.557,7.0,-4.568,0.034,0.0117,,0.0418,0.781,126.986,4.0,not fav
2040,0.747,0.937,,-5.746,0.0453,0.0208,,0.29,0.739,103.976,4.0,not fav
2041,0.564,0.71,11.0,-4.92,0.0461,0.00125,,0.109,0.393,91.972,4.0,not fav
2042,0.612,0.807,10.0,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053,4.0,not fav
2043,0.576,0.835,2.0,-6.826,0.0486,0.337,,0.082,0.476,150.017,4.0,not fav
2044,0.67,0.855,,-3.035,0.0499,0.0124,,0.335,0.648,120.05,4.0,not fav
2045,0.604,0.787,,-3.674,0.103,0.0679,0.15,0.127,0.301,126.062,4.0,not fav
2046,0.69,0.897,11.0,-4.696,0.0506,0.0142,,0.108,0.849,140.05,4.0,not fav
2047,0.716,0.821,5.0,-3.435,0.0314,0.0558,,0.0844,0.618,92.997,4.0,not fav
2048,0.482,0.706,9.0,-5.762,0.0607,0.135,0.00106,0.105,0.144,92.513,4.0,not fav
2049,0.608,0.86,5.0,-5.324,0.0554,0.0991,,0.262,0.437,127.075,4.0,not fav
2050,0.765,0.837,1.0,-3.113,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,4.0,not fav
2051,0.738,0.875,7.0,-3.141,0.127,0.000673,0.000556,0.285,0.538,114.962,4.0,not fav
2052,0.421,0.873,10.0,-4.343,0.0564,0.0654,,0.123,0.629,84.786,4.0,not fav
2053,0.612,0.28,,-8.648,0.0434,0.932,,0.088,0.387,72.795,4.0,not fav
2054,0.715,0.791,10.0,-6.63,0.0414,0.0368,,0.0694,0.879,116.043,4.0,not fav
2055,0.707,0.222,7.0,-11.716,0.0329,0.788,,0.205,0.556,110.095,4.0,not fav
2056,0.571,0.873,,-3.382,0.1,0.0811,,0.361,0.613,139.691,4.0,not fav
2057,0.674,0.628,2.0,-7.079,0.03,0.00144,,0.0944,0.552,103.998,4.0,not fav
2058,0.612,0.84,11.0,-3.145,0.0509,0.112,,0.116,0.438,129.042,4.0,not fav
2059,0.863,0.527,,-6.896,0.0358,0.607,0.000168,0.107,0.674,129.054,4.0,not fav
2060,0.421,0.407,10.0,-7.445,0.0267,0.309,0.000961,0.11,0.161,139.028,3.0,not fav
2061,0.658,0.677,5.0,-6.628,0.0393,0.248,,0.368,0.248,124.91,4.0,not fav
2062,0.641,0.922,2.0,-4.457,0.0786,0.0291,,0.0862,0.847,146.078,4.0,not fav
2063,0.637,0.732,7.0,-6.209,0.0965,0.244,,0.498,0.68,128.108,4.0,not fav
2064,0.728,0.858,9.0,-3.686,0.0609,0.0403,4.09e-06,0.0241,0.591,125.055,4.0,not fav
2065,0.765,0.765,1.0,-2.732,0.0585,0.00765,3.82e-06,0.0527,0.886,120.001,4.0,not fav
2066,0.376,0.695,,-4.782,0.0933,0.135,,0.11,0.302,169.533,4.0,not fav
2067,0.449,0.585,5.0,-6.761,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,4.0,not fav
2068,0.718,0.776,7.0,-5.208,0.0693,0.000624,5.3e-06,0.207,0.622,120.015,4.0,not fav
2069,0.505,0.71,3.0,-3.015,0.0321,0.19,0.00025,0.329,0.428,89.938,4.0,not fav
2070,0.621,0.31,9.0,-10.164,0.0283,0.945,6.12e-05,0.117,0.125,111.893,4.0,not fav
2071,0.422,0.264,8.0,-7.064,0.0322,0.922,,0.132,0.331,119.93,4.0,not fav
2072,0.71,0.901,1.0,-2.686,0.0296,0.00828,1.34e-05,0.172,0.86,125.953,4.0,not fav
2073,0.66,0.689,4.0,-2.671,0.0337,0.0884,,0.0922,0.427,127.98,4.0,not fav
2074,0.63,0.894,10.0,-4.592,0.0544,0.255,,0.181,0.364,142.051,4.0,not fav
2075,0.631,0.924,,-5.589,0.146,0.0841,3.59e-06,0.084,0.755,100.045,4.0,not fav
2076,0.503,0.727,1.0,-5.456,0.167,0.0159,9.45e-05,0.0895,0.521,121.985,4.0,not fav
2077,0.582,0.894,8.0,-6.298,0.041,0.0022,0.0223,0.0664,0.0694,125.946,4.0,not fav
2078,0.514,0.683,5.0,-5.099,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,4.0,not fav
2079,0.715,0.655,,-6.425,0.137,0.0525,,0.115,0.531,95.078,4.0,not fav
2080,0.509,0.538,7.0,-7.335,0.0572,0.385,,0.104,0.244,75.089,4.0,not fav
2081,0.597,0.919,7.0,-2.954,0.0439,0.000145,,0.282,0.729,113.991,4.0,not fav
2082,0.558,0.781,1.0,-5.448,0.0963,0.00657,0.00144,0.102,0.286,126.025,4.0,not fav
2083,0.629,0.515,,-10.358,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,4.0,not fav
2084,0.656,0.884,2.0,-4.748,0.0372,0.0162,,0.144,0.86,105.009,4.0,not fav
2085,0.616,0.862,7.0,-5.18,0.0973,0.00117,,0.179,0.569,127.992,4.0,not fav
2086,0.672,0.738,,-7.045,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,4.0,not fav
2087,0.797,0.867,11.0,-5.242,0.0696,0.0158,2.79e-06,0.0868,0.716,127.974,4.0,not fav
2088,0.706,0.89,1.0,-4.444,0.0688,0.0588,0.00286,0.306,0.684,128.011,4.0,not fav
2089,0.738,0.922,7.0,-3.94,0.0833,0.0034,,0.0986,0.689,116.024,4.0,not fav
2090,0.594,0.841,1.0,-5.792,0.102,0.000238,2.22e-06,0.156,0.643,129.925,4.0,not fav
2091,0.664,0.642,6.0,-5.961,0.038,0.129,,0.114,0.501,118.002,4.0,not fav
2092,0.591,0.935,6.0,-2.664,0.0478,0.000284,0.000278,0.142,0.736,140.043,4.0,not fav
2093,0.704,0.793,8.0,-2.266,0.0591,0.0488,,0.575,0.412,127.96,4.0,not fav
2094,0.585,0.303,4.0,-10.058,0.0398,0.694,,0.115,0.142,136.703,3.0,not fav
2095,0.61,0.863,5.0,-2.632,0.206,0.186,,0.097,0.508,83.993,4.0,not fav
2096,0.682,0.471,,-9.182,0.0301,0.765,,0.0908,0.421,79.907,4.0,not fav
2097,0.584,0.889,1.0,-5.941,0.0343,0.0462,0.828,0.309,0.464,126.04,4.0,not fav
2098,0.716,0.838,10.0,-4.289,0.0513,0.134,,0.148,0.646,130.034,4.0,not fav
2099,0.781,0.526,6.0,-6.985,0.293,0.0619,,0.0457,0.662,94.992,4.0,not fav
2100,0.602,0.691,7.0,-5.197,0.051,0.0548,,0.144,0.206,127.967,4.0,not fav
2101,0.682,0.795,8.0,-6.17,0.0367,0.0297,0.0391,0.131,0.78,120.008,4.0,not fav
2102,0.71,0.882,4.0,-2.932,0.0595,0.00777,0.00771,0.294,0.875,128.016,4.0,not fav
2103,0.676,0.935,11.0,-4.55,0.0692,0.357,,0.853,0.85,96.055,4.0,not fav
2104,0.561,0.522,2.0,-5.857,0.0318,0.227,,0.104,0.238,83.962,4.0,not fav
2105,0.606,0.826,,-6.04,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,4.0,not fav
2106,0.727,0.937,11.0,-2.871,0.286,0.00417,,0.091,0.749,132.067,4.0,not fav
2107,0.612,0.748,,-5.014,0.0445,0.617,,0.167,0.574,120.052,4.0,not fav
2108,0.707,0.861,7.0,-4.225,0.316,0.1,,0.191,0.795,130.021,4.0,not fav
2109,0.63,0.44,2.0,-7.186,0.0249,0.822,3.87e-06,0.0926,0.343,98.082,4.0,not fav
2110,0.578,0.946,11.0,-3.85,0.0482,0.00225,0.00412,0.0966,0.588,126.092,4.0,not fav
2111,0.448,0.784,9.0,-3.686,0.0627,0.106,0.000108,0.668,0.236,136.245,4.0,not fav
2112,0.66,0.9,7.0,-5.02,0.14,0.0403,,0.219,0.591,85.51,4.0,not fav
2113,0.492,0.857,7.0,-2.634,0.0655,0.0841,7.82e-06,0.344,0.393,129.973,4.0,not fav
2114,0.716,0.972,7.0,-2.302,0.196,0.0145,3.22e-05,0.317,0.576,110.026,4.0,not fav
2115,0.817,0.715,9.0,-5.13,0.0484,0.183,,0.214,0.398,100.002,4.0,not fav
2116,0.574,0.578,9.0,-3.188,0.0343,0.296,,0.114,0.274,85.186,4.0,not fav
2117,0.72,0.63,10.0,-5.549,0.0413,0.615,,0.108,0.512,81.009,4.0,not fav
2118,0.428,0.467,2.0,-4.904,0.0327,0.68,,0.135,0.193,90.831,4.0,not fav
2119,0.667,0.767,8.0,-6.574,0.0342,0.163,1.89e-05,0.12,0.73,87.041,4.0,not fav
2120,0.573,0.338,7.0,-7.478,0.027,0.864,4.41e-06,0.133,0.451,96.981,4.0,not fav
2121,0.607,0.52,7.0,-10.84,0.31,0.123,,0.119,0.919,180.107,3.0,not fav
2122,0.603,0.573,1.0,-5.843,0.0502,0.478,,0.0971,0.236,82.941,4.0,not fav
2123,0.815,0.761,4.0,-7.162,0.144,0.192,,0.0272,0.82,121.999,4.0,not fav
2124,0.603,0.935,1.0,-1.958,0.0531,0.455,,0.354,0.58,80.95,4.0,not fav
2125,0.865,0.455,6.0,-8.18,0.226,0.611,3.42e-05,0.0823,0.558,95.941,4.0,not fav
2126,0.886,0.579,,-7.231,0.209,0.236,4.23e-06,0.0586,0.427,105.028,4.0,not fav
2127,0.638,0.785,10.0,-2.612,0.044,0.185,,0.245,0.515,91.101,4.0,not fav
2128,0.875,0.846,7.0,-5.276,0.0716,0.137,1.15e-05,0.123,0.697,114.981,4.0,not fav
2129,0.553,0.866,5.0,-4.698,0.0514,0.12,,0.228,0.719,79.953,4.0,not fav
2130,0.528,0.777,9.0,-3.229,0.0379,0.483,,0.0754,0.493,94.949,4.0,not fav
2131,0.524,0.765,3.0,-2.625,0.184,0.319,,0.332,0.475,157.487,3.0,not fav
2132,0.55,0.448,11.0,-9.117,0.0366,0.777,0.000459,0.111,0.388,147.986,4.0,not fav
2133,0.706,0.527,5.0,-8.706,0.0269,0.139,0.000169,0.112,0.144,103.008,4.0,not fav
2134,0.671,0.904,6.0,-2.736,0.0506,0.514,3.23e-05,0.0642,0.811,90.971,4.0,not fav
2135,0.301,0.441,5.0,-8.912,0.0288,0.693,0.000254,0.0958,0.419,83.573,4.0,not fav
2136,0.77,0.84,11.0,-4.022,0.107,0.515,0.00452,0.145,0.192,96.012,4.0,not fav
2137,0.676,0.488,1.0,-5.091,0.154,0.0613,,0.0707,0.151,97.036,4.0,not fav
2138,0.759,0.899,10.0,-3.566,0.186,0.0334,,0.104,0.589,106.968,4.0,not fav
2139,0.641,0.869,2.0,-4.024,0.0452,0.559,,0.0782,0.558,98.03,4.0,not fav
2140,0.896,0.678,,-2.546,0.0815,0.0137,4.1e-05,0.11,0.604,130.024,4.0,not fav
2141,0.792,0.813,,-3.687,0.0513,0.388,2.29e-05,0.0541,0.868,130.058,4.0,not fav
2142,0.955,0.538,1.0,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,4.0,not fav
2143,0.517,0.623,4.0,-6.812,0.0884,0.419,,0.146,0.456,160.085,3.0,not fav
2144,0.555,0.588,10.0,-8.555,0.0384,0.443,4.4e-06,0.129,0.41,91.972,4.0,not fav
2145,0.441,0.61,9.0,-5.182,0.0404,0.238,,0.101,0.348,79.736,4.0,not fav
2146,0.937,0.729,,-2.931,0.094,0.129,,0.291,0.736,114.671,5.0,not fav
2147,0.626,0.522,7.0,-5.857,0.0317,0.686,,0.41,0.628,118.001,4.0,not fav
2148,0.538,0.586,6.0,-2.855,0.0346,0.465,,0.0752,0.286,79.949,4.0,not fav
2149,0.384,0.728,7.0,-6.503,0.0623,0.329,1.85e-05,0.329,0.311,156.396,4.0,not fav
2150,0.701,0.638,6.0,-3.711,0.302,0.492,,0.153,0.813,177.867,4.0,not fav
2151,0.487,0.456,8.0,-7.144,0.0319,0.789,1.79e-06,0.141,0.348,136.088,4.0,not fav
2152,0.315,0.491,11.0,-7.0,0.0311,0.748,,0.128,0.245,109.966,4.0,not fav
